Power status;Alerts status;Meters status;Accounting status;In Contract;Connection type;Company;Printer;Printer's address;Manufacturer;Model;Serial;Site;Department;Contact;Asset number;Location;Days without meters;PAT;Last meter
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera TASKalfa 3554ci;10.89.8.133;Kyocera;TASKalfa 3554ci;H5S3X00070;Default site;;;;;349;;25/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Canon iR C3226;10.89.8.191;Canon;iR C3226;32M00954;Default site;;;;;348;;26/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Canon iR C3226;10.89.34.239;Canon;iR C3226;32M00960;Default site;;;;;468;;29/05/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera TASKalfa 3554ci;10.89.8.190;Kyocera;TASKalfa 3554ci;H5S3X00065;Default site;;;;;350;;24/09/2024
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera ECOSYS MA5500ifx;10.89.34.238;Kyocera;ECOSYS MA5500ifx;WDS3809836;Default site;;;;;3;;06/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera ECOSYS MA5500ifx;10.89.34.238;Kyocera;ECOSYS MA5500ifx;WDS3809835;Default site;;;;;109;;23/05/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera ECOSYS MA5500ifx;10.89.9.51;Kyocera;ECOSYS MA5500ifx;WDS3809631;Default site;;;;;355;;19/09/2024
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera TASKalfa 3554ci;10.89.34.239;Kyocera;TASKalfa 3554ci;H5S3X00087;Default site;;;;;3;;06/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera ECOSYS MA5500ifx;10.89.9.52;Kyocera;ECOSYS MA5500ifx;WDS3809639;Default site;;;;;348;;26/09/2024
On;NoEvents;CountersEnabled;NoBillingData;False;Network;CMDO_OITAVA_REG_MILITAR_BELEM_PA;Kyocera ECOSYS MA5500ifx;10.89.34.240;Kyocera;ECOSYS MA5500ifx;WDS4X42771;Default site;;;;;3;;06/09/2025
On;RedEvent;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera TASKalfa 3554ci;172.16.2.25;Kyocera;TASKalfa 3554ci;H5S3X00073;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.21;Kyocera;ECOSYS MA4500ix;11L3X05151;Default site;;;;;22;;18/08/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.2;Kyocera;ECOSYS MA4500ix;11L3X05237;Default site;;;;;70;;01/07/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.16;Kyocera;ECOSYS MA4500ix;11L3X05154;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.1;Kyocera;ECOSYS MA4500ix;11L3X05153;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.14;Kyocera;ECOSYS MA4500ix;11L3X05121;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA3500cix;172.16.2.36;Kyocera;ECOSYS MA3500cix;H7Q3900045;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.11;Kyocera;ECOSYS MA4500ix;11L3X05240;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.4;Kyocera;ECOSYS MA4500ix;11L3X05120;Default site;;;;;76;;25/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.9;Kyocera;ECOSYS MA4500ix;11L3803564;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.37;Kyocera;ECOSYS MA4500ix;11L3X05239;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.13;Kyocera;ECOSYS MA4500ix;11L3X05118;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.17;Kyocera;ECOSYS MA4500ix;11L3803649;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.34;Kyocera;ECOSYS MA4500ix;11L3X05238;Default site;;;;;33;;07/08/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.33;Kyocera;ECOSYS MA4500ix;11L3X05161;Default site;;;;;60;;11/07/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.24;Kyocera;ECOSYS MA4500ix;11L3X05162;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.12;Kyocera;ECOSYS MA4500ix;11L3803656;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.19;Kyocera;ECOSYS MA4500ix;11L3X05235;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.18;Kyocera;ECOSYS MA4500ix;11L3X05158;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.6;Kyocera;ECOSYS MA4500ix;11L3X05127;Default site;;;;;75;;26/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.31;Kyocera;ECOSYS MA4500ix;11L3X05236;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.5;Kyocera;ECOSYS MA4500ix;11L3X05037;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.15;Kyocera;ECOSYS MA4500ix;11L3X05116;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.3;Kyocera;ECOSYS MA4500ix;11L3803637;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.8;Kyocera;ECOSYS MA4500ix;11L3X05159;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.38;Kyocera;ECOSYS MA4500ix;11L3X05157;Default site;;;;;76;;25/06/2025
On;NoEvents;CountersEnabled;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.7;Kyocera;ECOSYS MA4500ix;11L3X05156;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.10;Kyocera;ECOSYS MA4500ix;11L3X05119;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.20;Kyocera;ECOSYS MA4500ix;11L3X05124;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.27;Kyocera;ECOSYS MA4500ix;11L3X05152;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.35;Kyocera;ECOSYS MA4500ix;11L3X05086;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.40;Kyocera;ECOSYS MA4500ix;11L3X05160;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.41;Kyocera;ECOSYS MA4500ix;11L3803631;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera TASKalfa 3554ci;172.16.2.28;Kyocera;TASKalfa 3554ci;H5S3X00082;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.23;Kyocera;ECOSYS MA4500ix;11L3X05117;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.26;Kyocera;ECOSYS MA4500ix;11L3X05241;Default site;;;;;19;;21/08/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA3500cix;172.16.2.32;Kyocera;ECOSYS MA3500cix;H7Q3900049;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.39;Kyocera;ECOSYS MA4500ix;11L3X05242;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.22;Kyocera;ECOSYS MA4500ix;11L3X05126;Default site;;;;;102;;30/05/2025
On;NoEvents;CountersEnabled;BillingEnabled;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.30;Kyocera;ECOSYS MA4500ix;11L3X05114;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.29;Kyocera;ECOSYS MA4500ix;11L3X05123;Default site;;;;;83;;18/06/2025
On;NoEvents;CountersEnabled;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.42;Kyocera;ECOSYS MA4500ix;11L3X05122;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingRecently;False;Network;CAMARA_MUNICIPAL_HORTOLANDIA_SP;Kyocera ECOSYS MA4500ix;172.16.2.44;Kyocera;ECOSYS MA4500ix;11L3803643;Default site;;;;;83;;18/06/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera TASKalfa 3554ci;10.41.0.15;Kyocera;TASKalfa 3554ci;H5S3900056;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.17;Kyocera;ECOSYS MA5500ifx;WDS3809717;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera TASKalfa 3554ci;10.41.0.16;Kyocera;TASKalfa 3554ci;H5S3900059;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.18;Kyocera;ECOSYS MA5500ifx;WDS3809638;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.19;Kyocera;ECOSYS MA5500ifx;WDS3809714;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.20;Kyocera;ECOSYS MA5500ifx;WDS3809718;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.21;Kyocera;ECOSYS MA5500ifx;WDS3Y17734;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.27;Kyocera;ECOSYS MA5500ifx;WDS3809636;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.22;Kyocera;ECOSYS MA5500ifx;WDS3809632;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;MARANHAO_PARCERIAS_MAPA;Kyocera ECOSYS MA5500ifx;10.41.0.28;Kyocera;ECOSYS MA5500ifx;WDS3810352;Default site;;;;;358;;16/09/2024
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;POC_TRE_RJ;Kyocera ECOSYS MA3500cix;172.16.0.21;Kyocera;ECOSYS MA3500cix;H7Q3300015;Default site;;;;;606;;12/01/2024
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.60;Kyocera;ECOSYS M2640idw;VRA3635177;Default site;;;;;0;;09/09/2025
Off;OrangeEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.24;Kyocera;ECOSYS M2640idw;VRA3435062;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.21;Kyocera;ECOSYS M2640idw;VRA3635201;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.65;Kyocera;ECOSYS M2640idw;VRA3735410;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.10;Kyocera;ECOSYS M2640idw;VRA3635269;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.39;Kyocera;ECOSYS M2640idw;VRA3635219;Default site;;;;;1;;08/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.40;Kyocera;ECOSYS M2640idw;VRA3635348;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.11;Kyocera;ECOSYS M2640idw;VRA3635209;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.63;Kyocera;ECOSYS M2640idw;VRA3635202;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.36;Kyocera;ECOSYS M2640idw;VRA3635213;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.75;Kyocera;ECOSYS M2640idw;VRA3735483;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.90;Kyocera;ECOSYS M2640idw;VRA3635302;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.28;Kyocera;ECOSYS M2640idw;VRA3635231;Default site;;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.42;Kyocera;ECOSYS M2640idw;VRA3635343;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.86;Kyocera;ECOSYS M2640idw;VRA3635214;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.69;Kyocera;ECOSYS M2640idw;VRA3735475;Default site;;;;;202;;19/02/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.61;Kyocera;ECOSYS M2640idw;VRA3735492;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.17;Kyocera;ECOSYS M2640idw;VRA3635191;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.64;Kyocera;ECOSYS M2640idw;VRA3635241;Default site;;;;;1;;08/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.92;Kyocera;ECOSYS M2640idw;VRA3635232;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.15;Kyocera;ECOSYS M2640idw;VRA3635261;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.76;Kyocera;ECOSYS M2640idw;VRA3635379;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.33;Kyocera;ECOSYS M2640idw;VRA3635341;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.16;Kyocera;ECOSYS M2640idw;VRA3635169;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.23;Kyocera;ECOSYS M2640idw;VRA2Z33459;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.38;Kyocera;ECOSYS M2640idw;VRA3435126;Default site;;;;;166;;27/03/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.20;Kyocera;ECOSYS M2640idw;VRA3735391;Default site;;;;;0;;09/09/2025
On;RedEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.73;Kyocera;ECOSYS M2640idw;VRA3635255;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.72;Kyocera;ECOSYS M2640idw;VRA3635245;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.30;Kyocera;ECOSYS M2640idw;VRA3435115;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.78;Kyocera;ECOSYS M2640idw;VRA3635378;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.56;Kyocera;ECOSYS M2640idw;VRA3735487;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.89;Kyocera;ECOSYS M2640idw;VRA3635199;Default site;;;;;0;;09/09/2025
Unknown;NoMonitoringRecently;NoCountersRecently;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.110;Kyocera;ECOSYS M2640idw;VRA3435073;Default site;;;;;273;;10/12/2024
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.66;Kyocera;ECOSYS M2640idw;VRA3635194;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.13;Kyocera;ECOSYS M2640idw;VRA3735493;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS MA3500cix;10.40.131.80;Kyocera;ECOSYS MA3500cix;H7Q3Y00176;Default site;;;;;0;;09/09/2025
On;OrangeEvent;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.71;Kyocera;ECOSYS M2640idw;VRA3435108;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.87;Kyocera;ECOSYS M2640idw;VRA3635193;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.41;Kyocera;ECOSYS M2640idw;VRA3635166;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.94;Kyocera;ECOSYS M2640idw;VRA3735392;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.4;Kyocera;ECOSYS M2640idw;VRA3635365;Default site;;;;;0;;09/09/2025
On;NoEvents;CountersEnabled;NoBillingData;False;Network;HOSP_LAURO_WANDERLEY_JPESSOA_PB;Kyocera ECOSYS M2640idw;10.40.131.43;Kyocera;ECOSYS M2640idw;VRA3635366;Default site;;;;;0;;09/09/2025
